GTFS Stop ID,Station ID,station_complex_id,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,is_cbd,total_from_all,total_to_all,total_from_to_cbd,total_to_from_cbd
409,384,384,IRT,Jerome Av,Burnside Av,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.907684 40.853453),FALSE,1057981.3722,962051.1126,353565.791,318339.3036
Q04,476,476,IND,Second Av,86 St,M,FALSE,Q,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.951787 40.777891),FALSE,3736989.6042,3593756.1248,2454567.8406,2246050.5268
F12,276,276,IND,Queens Blvd,5 Av/53 St,M,TRUE,E M,Subway,Queens,Downtown,0,0,0,NA,POINT (-73.975224 40.760167),TRUE,2353285.732,2497586.4698,1339560.921,1391246.6708
G30,286,286,IND,Crosstown,Broadway,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.950308 40.706092),FALSE,579640.809,577462.2062,64821.3616,151233.9992
A24,161,614,IND,8th Av - Fulton St,59 St-Columbus Circle,M,TRUE,A C B D,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.981736 40.768296),TRUE,10188251.1604,10611359.9592,4237531.8064,4477764.661
208,421,421,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.866256 40.87785),FALSE,673367.2098,622548.132,166305.5502,155924.283
128,318,318,IRT,Broadway - 7Av,34 St-Penn Station,M,TRUE,1 2 3,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.991057 40.750373),TRUE,10764766.174999999,10104028.0562,5181475.963,4805280.574
D38,53,53,BMT,Broadway - Brighton,Neck Rd,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.955161 40.595246),FALSE,531171.5802,512676.403,239846.423,220802.8394
A61,192,192,IND,Liberty Av,Rockaway Blvd,Q,FALSE,A,Elevated,Manhattan,Outbound,0,0,0,NA,POINT (-73.843853 40.680429),FALSE,846180.7498,845696.078,348219.59,339410.0734
R42,36,36,BMT,4th Av,Bay Ridge Av,Bk,FALSE,R,Subway,Manhattan,Bay Ridge,0,0,0,NA,POINT (-74.023377 40.634967),FALSE,983505.0664,942584.3154,374447.5802,350369.0762
D43,58,58,BMT,Sea Beach / West End / Culver / Brighton,Coney Island-Stillwell Av,Bk,FALSE,D F N Q,Viaduct,Manhattan,Last Stop,1,1,1,NA,POINT (-73.981233 40.577422),FALSE,2264316.897,2087083.2936,542249.742,491458.7252
628,399,399,IRT,Lexington Av,68 St-Hunter College,M,FALSE,6,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.96387 40.768141),FALSE,2980179.3632,3107829.5496,1272477.0168,1231795.1506
G16,269,269,IND,Queens Blvd,Northern Blvd,Q,FALSE,M R,Subway,Outbound,Manhattan,1,1,1,NA,POINT (-73.906006 40.752885),FALSE,880168.9574,886459.0932,438210.374,420565.9568
L29,138,138,BMT,Canarsie,Canarsie-Rockaway Pkwy,Bk,FALSE,L,At Grade,Manhattan,Last Stop,1,1,1,NA,POINT (-73.90185 40.646654),FALSE,943901.5246,862890.6326,373814.1552,336772.779
A31,166,618,IND,8th Av - Fulton St,14 St,M,TRUE,A C E,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.00169 40.740893),TRUE,7187125.4508,7580960.9838,3422307.1182,3512654.1358
G22,281,606,IND,Crosstown,Court Sq,Q,FALSE,G,Subway,Last Stop,Brooklyn,1,1,1,NA,POINT (-73.943832 40.746554),FALSE,3711822.0226,3905377.5214,1735761.8336,1869207.1632
237,340,340,IRT,Eastern Pky,Grand Army Plaza,Bk,FALSE,2 3,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.971046 40.675235),FALSE,991684.5388,1021054.8666,430905.0998,454776.9748
J31,96,96,BMT,Jamaica,Kosciuszko St,Bk,FALSE,J,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.928814 40.693342),FALSE,711502.9458,685161.8668,423623.0266,393805.1544
M09,113,113,BMT,Myrtle Av,Knickerbocker Av,Bk,FALSE,M,Elevated,Inbound,Middle Village,0,0,0,NA,POINT (-73.919711 40.698664),FALSE,497332.907,461152.7996,265981.8332,227120.067
618,376,376,IRT,Pelham,Brook Av,Bx,FALSE,6,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.91924 40.807566),FALSE,552299.228,543752.4982,192882.612,187715.824
H02,197,197,IND,Rockaway,Aqueduct-N Conduit Av,Q,FALSE,A,At Grade,Manhattan,Rockaways,0,0,0,NA,POINT (-73.834058 40.668234),FALSE,60476.862,59764.329,32932.2902,31849.7664
S21,511,511,SIR,Staten Island,Oakwood Heights,SI,FALSE,SIR,Open Cut,Ferry,South Shore,0,0,0,NA,POINT (-74.12632 40.56511),FALSE,0,0,0,0
123,313,313,IRT,Broadway - 7Av,72 St,M,FALSE,1 2 3,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.98197 40.778453),FALSE,5925117.669,6112180.0072,2961444.6566,3061916.6672
B17,64,64,BMT,West End,71 St,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.998864 40.619589),FALSE,591218.5636,585779.7446,267927.6576,249297.6646
250,345,345,IRT,Eastern Pky,Crown Hts-Utica Av,Bk,FALSE,3 4,Subway,Manhattan,Outbound,1,1,1,NA,POINT (-73.932942 40.668897),FALSE,3143759.253,2914860.5264,1223359.668,1104357.9366
709,453,453,IRT,Flushing,82 St-Jackson Hts,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.883697 40.747659),FALSE,1970279.4284,2011002.5618,572443.3248,627701.348
J23,90,90,BMT,Jamaica,Van Siclen Av,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.891688 40.678024),FALSE,290658.25,272563.118,90895.4468,81488.5456
L11,122,122,BMT,Canarsie,Graham Av,Bk,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.944053 40.714565),FALSE,1344228.9158,1340548.9996,861548.6424,809540.3034
J17,85,85,BMT,Jamaica,75 St-Elderts Ln,Q,FALSE,J Z,Elevated,Jamaica,Manhattan,0,0,0,NA,POINT (-73.867139 40.691324),FALSE,324294.982,336829.3578,112332.4316,107857.9452
702,448,448,IRT,Flushing,Mets-Willets Point,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.845625 40.754622),FALSE,1667225.3718,1714007.6678,669028.088,745773.4666
638,409,409,IRT,Lexington Av,Spring St,M,TRUE,6,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.997141 40.722301),TRUE,1846159.43,1936657.8988,1095653.0162,1138669.6242
B10,224,224,IND,6th Av - Culver,57 St,M,TRUE,F,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.97745 40.763972),TRUE,2026624.1772,2192401.9390000002,971867.6052,1000139.7656
227,441,441,IRT,Lenox - White Plains Rd,110 St-Malcolm X Plaza,M,FALSE,2 3,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.951822 40.799075),FALSE,927264.2628,934539.6106,479560.8848,468093.9972
A19,157,157,IND,8th Av - Fulton St,96 St,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.964696 40.791642),FALSE,1272864.864,1289196.5412,644204.0758,644390.343
R36,32,32,BMT,4th Av,36 St,Bk,FALSE,D N R,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-74.003549 40.655144),FALSE,2244690.7184,2247902.869,770666.8382,736666.0598
F04,257,257,IND,Queens Blvd,Sutphin Blvd,Q,FALSE,F,Subway,Jamaica,Manhattan,0,0,0,NA,POINT (-73.810708 40.70546),FALSE,516236.1184,474746.0354,174644.9126,149372.2138
A55,188,188,IND,8th Av - Fulton St,Euclid Av,Bk,FALSE,A C,Subway,Manhattan,Queens,1,1,1,NA,POINT (-73.872106 40.675377),FALSE,1198722.165,1123963.1104,433704.0188,384454.1864
R22,17,17,BMT,Broadway - Brighton,Prince St,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.997702 40.724329),TRUE,1983923.6386,2089156.4226,1213382.2972,1201917.5352
111,301,301,IRT,Broadway - 7Av,181 St,M,FALSE,1,Subway,The Bronx,Downtown,0,0,0,NA,POINT (-73.933596 40.849505),FALSE,1367888.758,1273691.5892,434725.9562,433757.2636
S26,506,506,SIR,Staten Island,Old Town,SI,FALSE,SIR,Embankment,Ferry,South Shore,0,0,0,NA,POINT (-74.087368 40.596612),FALSE,0,0,0,0
A34,169,169,IND,8th Av - Fulton St,Canal St,M,TRUE,A C E,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.005229 40.720824),TRUE,2510092.3310000002,2676693.491,1211641.2538,1308871.157
A02,143,143,IND,8th Av - Fulton St,Inwood-207 St,M,FALSE,A,Subway,Last Stop,Downtown,1,1,1,NA,POINT (-73.919899 40.868072),FALSE,1052011.8176,1004782.3814,544937.3928,480238.5526
D33,49,49,BMT,Broadway - Brighton,Avenue J,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.960803 40.625039),FALSE,669186.0255999999,659590.6775999999,194550.6612,187662.8314
245,357,357,IRT,Nostrand,Beverly Rd,Bk,FALSE,2 5,Subway,Manhattan,Flatbush,0,0,0,NA,POINT (-73.948959 40.645098),FALSE,514495.504,483429.3252,225500.0882,205091.5926
708,452,452,IRT,Flushing,90 St-Elmhurst Av,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.876613 40.748408),FALSE,2746463.7146,2762072.9654,1008818.3744,999322.5002
M14,100,100,BMT,Jamaica,Hewes St,Bk,FALSE,M J,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.953431 40.70687),FALSE,324988.148,322500.6534,183100.827,165325.2958
405,380,380,IRT,Jerome Av,Bedford Park Blvd-Lehman College,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.890064 40.873412),FALSE,562170.8274,547865.155,165055.896,165293.995
L03,117,602,BMT,Canarsie,14 St-Union Sq,M,TRUE,L,Subway,West Side,Brooklyn,1,1,1,NA,POINT (-73.99073 40.734789),TRUE,14472475.3466,15396113.9966,5397168.316,5916505.8064
L14,125,125,BMT,Canarsie,Morgan Av,Bk,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.933147 40.706152),FALSE,1096568.458,1131508.7848,572060.7784,589642.176
D15,225,225,IND,6th Av - Culver,47-50 Sts-Rockefeller Ctr,M,TRUE,B D F M,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.981329 40.758663),TRUE,7683454.1164,8115643.1322,2832926.6004,2895798.3986
135,325,325,IRT,Broadway - 7Av,Canal St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.006277 40.722854),TRUE,695891.6998,729964.392,424822.3442,431759.0654
A63,193,193,IND,Liberty Av,104 St,Q,FALSE,A,Elevated,Manhattan,Ozone Park,0,0,0,NA,POINT (-73.837683 40.681711),FALSE,164239.7096,157106.7588,86727.369,80042.0192
M21,105,622,BMT,Jamaica,Chambers St,M,TRUE,J Z,Subway,Brooklyn,Downtown,1,1,1,NA,POINT (-74.003401 40.713243),TRUE,3662763.9942,3819999.1262,1862753.8296,1817492.8444
L05,118,118,BMT,Canarsie,3 Av,M,TRUE,L,Subway,West Side,Brooklyn,0,0,0,NA,POINT (-73.986122 40.732849),TRUE,1007630.838,1069227.4786,245650.3974,357299.0456
D04,212,212,IND,Concourse,Kingsbridge Rd,Bx,FALSE,B D,Subway,Northbound,Manhattan,1,1,1,NA,POINT (-73.893509 40.866978),FALSE,684648.2618,663275.9224,353555.721,325570.0158
249,344,344,IRT,Eastern Pky,Kingston Av,Bk,FALSE,3,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.942161 40.669399),FALSE,497455.9132,467835.3338,203136.066,183629.2964
R26,22,22,BMT,Broadway,Rector St,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.013342 40.70722),TRUE,665423.9096,640450.4042,392382.6614,350590.133
J19,86,86,BMT,Jamaica,Cypress Hills,Bk,FALSE,J,Elevated,Queens,Manhattan,0,0,0,NA,POINT (-73.87255 40.689941),FALSE,53292.5654,52470.3346,11229.737,11556.949
A40,173,173,IND,8th Av - Fulton St,High St,Bk,FALSE,A C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.990531 40.699337),FALSE,1539295.9824,1584764.205,1015195.9968,1028150.692
G08,261,261,IND,Queens Blvd,Forest Hills-71 Av,Q,FALSE,E F M R,Subway,Outbound,Manhattan,1,1,1,NA,POINT (-73.844521 40.721691),FALSE,3674862.4842,3621623.0282,1565150.2096,1481490.839
L20,130,130,BMT,Canarsie,Wilson Av,Bk,FALSE,L,Subway,Manhattan,Outbound,2,1,0,Manhattan-bound only,POINT (-73.904046 40.688764),FALSE,578327.1326,589174.0786,269841.4466,267118.7044
G33,289,289,IND,Crosstown,Bedford-Nostrand Avs,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.953522 40.689627),FALSE,1222636.0334,1175464.7306,486452.4262,526289.9256
S11,523,523,SIR,Staten Island,Arthur Kill,SI,FALSE,SIR,At Grade,Ferry,Tottenville,1,1,1,NA,POINT (-74.242096 40.516578),FALSE,0,0,0,0
L26,135,135,BMT,Canarsie,Livonia Av,Bk,FALSE,L,Elevated,Manhattan,Canarsie,1,1,1,NA,POINT (-73.900571 40.664038),FALSE,308524.1264,315670.679,62348.7064,54446.3128
131,321,321,IRT,Broadway - 7Av,18 St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.997871 40.74104),TRUE,1004586.8556,1055190.8902,573939.668,581685.537
L19,129,129,BMT,Canarsie,Halsey St,Q,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.904084 40.695602),FALSE,1118954.1173999999,1097770.6122,545512.6666,534940.4394
724,466,609,IRT,Flushing,5 Av,M,TRUE,7,Subway,Queens,Hudson Yards,0,0,0,NA,POINT (-73.981963 40.753821),TRUE,7559782.793,7942731.3964,2527151.0810000002,2607025.4646
F21,237,237,IND,6th Av - Culver,Carroll St,Bk,FALSE,F G,Subway,Northbound,Southbound,0,0,0,NA,POINT (-73.995048 40.680303),FALSE,1650310.1344,1618137.4126,781436.501,753656.6164
241,353,353,IRT,Nostrand,President St-Medgar Evers College,Bk,FALSE,2 5,Subway,Manhattan,Flatbush,0,0,0,NA,POINT (-73.950683 40.667883),FALSE,392232.9262,386351.156,168171.7868,155632.7028
F29,244,244,IND,6th Av - Culver,Ditmas Av,Bk,FALSE,F,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.978172 40.636119),FALSE,412160.3348,396010.9458,151098.3106,138479.9266
F35,250,250,IND,6th Av - Culver,Kings Hwy,Bk,FALSE,F,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.972361 40.603217),FALSE,358265.0056,345922.5058,111180.3244,103910.8462
415,390,603,IRT,Jerome Av,149 St-Grand Concourse,Bx,FALSE,4,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.927351 40.818375),FALSE,1384268.6044,1363814.2446,393405.3544,379266.7772
S22,510,510,SIR,Staten Island,New Dorp,SI,FALSE,SIR,Open Cut,Ferry,South Shore,1,1,1,NA,POINT (-74.11721 40.57348),FALSE,0,0,0,0
H07,205,205,IND,Rockaway,Beach 60 St,Q,FALSE,A,Viaduct,Manhattan,Far Rockaway,0,0,0,NA,POINT (-73.788522 40.592374),FALSE,86650.4414,87813.2278,28377.5756,25919.428
209,422,422,IRT,Lenox - White Plains Rd,Burke Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.867164 40.871356),FALSE,236960.535,236969.071,87703.9996,79967.5966
D25,41,41,BMT,Broadway - Brighton,7 Av,Bk,FALSE,B Q,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-73.972367 40.67705),FALSE,1288642.8706,1298148.1958,701197.3014,656039.4824
D39,54,54,BMT,Broadway - Brighton,Sheepshead Bay,Bk,FALSE,B Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.954155 40.586896),FALSE,1602027.164,1565117.2008,614045.2586000001,576743.4304
B12,59,59,BMT,West End,9 Av,Bk,FALSE,D,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.994324 40.646292),FALSE,710760.371,706215.3012,323157.227,300855.662
A32,167,167,IND,8th Av - Fulton St,W 4 St-Wash Sq,M,TRUE,A C E,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.000495 40.732338),TRUE,7061729.9794,7413472.846,3215958.643,3420567.6548
G07,280,280,IND,Queens - Archer,Jamaica-Van Wyck,Q,FALSE,E,Subway,Jamaica,Manhattan,1,1,1,NA,POINT (-73.816859 40.702566),FALSE,580042.4454,569318.1896,185526.7164,172541.508
G24,282,282,IND,Crosstown,21 St,Q,FALSE,G,Subway,Court Square,Brooklyn,0,0,0,NA,POINT (-73.949724 40.744065),FALSE,207959.005,201860.563,9370.465,55713.2542
A11,150,150,IND,8th Av - Fulton St,155 St,M,FALSE,C,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.941514 40.830518),FALSE,265567.441,256410.5034,151170.977,142245.9974
413,388,388,IRT,Jerome Av,167 St,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.9214 40.835537),FALSE,1055153.5558,1011271.8388,375718.979,360773.2674
101,293,293,IRT,Broadway - 7Av,Van Cortlandt Park-242 St,Bx,FALSE,1,Elevated,Last Stop,Manhattan,0,0,0,NA,POINT (-73.898583 40.889248),FALSE,724020.2596,695654.841,322542.54,299948.208
A25,162,162,IND,8th Av - Fulton St,50 St,M,TRUE,C E,Subway,Uptown,Downtown,2,0,1,Downtown only,POINT (-73.985984 40.762456),TRUE,3343933.4786,3401488.0932,1660866.047,1684076.0844
632,403,403,IRT,Lexington Av,33 St,M,TRUE,6,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.982076 40.746081),TRUE,3719806.2472,3717767.6052,1616028.8794,1533777.0166
122,312,312,IRT,Broadway - 7Av,79 St,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.979917 40.783934),FALSE,2090552.4442,2097473.2188,1124381.3536,1120236.3526
A47,180,180,IND,8th Av - Fulton St,Kingston-Throop Avs,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.940858 40.679921),FALSE,849110.5984,822146.4948,459765.7252,427986.2458
207,420,420,IRT,Lenox - White Plains Rd,219 St,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.862633 40.883895),FALSE,241821.4706,232264.4634,83604.5832,75053.8716
G12,265,265,IND,Queens Blvd,Grand Av-Newtown,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.877223 40.737015),FALSE,2597004.1222,2621104.5564,1148050.4008,1128592.1798
N04,73,615,BMT,Sea Beach,New Utrecht Av,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,1,1,1,NA,POINT (-73.996353 40.624842),FALSE,635560.067,623937.8194,196529.219,181377.9068
A12,151,151,IND,8th Av - Fulton St,145 St,M,FALSE,A C,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.944216 40.824783),FALSE,2972979.2902,2943566.1498,1477884.5934,1382893.4828
R05,4,4,BMT,Astoria,Broadway,Q,FALSE,N W,Elevated,Astoria,Manhattan,0,0,0,NA,POINT (-73.925508 40.76182),FALSE,1677800.9616,1679667.2172,1056851.822,1024964.0006
A43,176,176,IND,8th Av - Fulton St,Lafayette Av,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.973946 40.686113),FALSE,731701.2072,743211.3394,323987.9218,315590.713
D37,52,52,BMT,Broadway - Brighton,Avenue U,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.955929 40.5993),FALSE,864111.109,850492.0346,362449.277,338656.0052
A60,191,191,IND,Liberty Av,88 St,Q,FALSE,A,Elevated,Manhattan,Outbound,0,0,0,NA,POINT (-73.85147 40.679843),FALSE,289844.1272,285740.0338,174913.7528,167042.6306
R35,31,31,BMT,4th Av,25 St,Bk,FALSE,R,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-73.998091 40.660397),FALSE,421790.2768,424358.7714,156666.1188,155898.524
G18,270,270,IND,Queens Blvd,46 St,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.913333 40.756312),FALSE,996611.5166,1006330.2604,531901.9482,526291.2372
G36,292,292,IND,Crosstown,Fulton St,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.975375 40.687119),FALSE,810577.6682,844020.323,37113.9912,152182.4598
423,415,620,IRT,Eastern Pky,Borough Hall,Bk,FALSE,4 5,Subway,Manhattan,Outbound,2,1,0,Manhattan-bound only,POINT (-73.990151 40.692404),FALSE,3847882.1672,3989021.9338,1659306.0724,1617168.283
117,307,307,IRT,Broadway - 7Av,116 St-Columbia University,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.96411 40.807722),FALSE,1876378.562,1893653.9734,897357.654,880527.385
608,366,366,IRT,Pelham,Parkchester,Bx,FALSE,6,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.860816 40.833226),FALSE,1554395.2346,1505780.0452,657813.3498,608164.861
634,405,405,IRT,Lexington Av,23 St-Baruch College,M,TRUE,6,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.986599 40.739864),TRUE,3428406.7392,3510179.3326,1568350.8148,1538041.9144
H06,204,204,IND,Rockaway,Beach 67 St,Q,FALSE,A,Viaduct,Manhattan,Far Rockaway,1,1,1,NA,POINT (-73.796924 40.590927),FALSE,150367.7876,156075.1226,52165.35,50166.9956
408,383,383,IRT,Jerome Av,183 St,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.903879 40.858407),FALSE,605108.602,568604.6842,220157.973,205510.54
F11,275,612,IND,Queens Blvd,Lexington Av/53 St,M,TRUE,E M,Subway,Queens,Downtown,1,1,1,NA,POINT (-73.969055 40.757552),TRUE,7816077.486,8108779.0674,3619664.5712,3638265.9296
D26,42,42,BMT,Broadway - Brighton,Prospect Park,Bk,FALSE,B Q S,Open Cut,Northbound,Southbound,1,1,1,NA,POINT (-73.962246 40.661614),FALSE,1376039.0552,1376102.85,613494.3634,590709.5376
129,319,319,IRT,Broadway - 7Av,28 St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.993365 40.747215),TRUE,1824667.1084,1891696.6084,930245.2172,921118.3252
R24,20,20,BMT,Broadway,City Hall,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.006978 40.713282),TRUE,635191.5868,626854.3432,346642.5942,299970.8756
F07,260,260,IND,Queens Blvd,75 Av,Q,FALSE,E F,Subway,Jamaica,Manhattan,0,0,0,NA,POINT (-73.837324 40.718331),FALSE,397005.0188,400373.537,189273.8482,182018.3966
N05,74,74,BMT,Sea Beach,18 Av,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,0,0,0,NA,POINT (-73.990414 40.620671),FALSE,650432.96,651107.4052,207235.903,203513.859
112,302,605,IRT,Broadway - 7Av,168 St-Washington Hts,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.940133 40.840556),FALSE,3147294.0466,3193322.9236,1239296.9122,1240213.5734
302,437,437,IRT,Lenox - White Plains Rd,145 St,M,FALSE,3,Subway,Harlem,Downtown,0,0,0,NA,POINT (-73.936245 40.820421),FALSE,320932.5206,292714.8088,178652.335,159683.964
A06,146,146,IND,8th Av - Fulton St,181 St,M,FALSE,A,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.937969 40.851695),FALSE,1200584.8342,1208852.0956,745957.667,711475.8884
107,297,297,IRT,Broadway - 7Av,215 St,M,FALSE,1,Elevated,The Bronx,Downtown,0,0,0,NA,POINT (-73.915279 40.869444),FALSE,258324.7112,259822.8172,58777.594,69299.3846
J30,95,95,BMT,Jamaica,Gates Av,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.92227 40.68963),FALSE,832762.1864,806251.171,478645.348,446935.4062
715,459,459,IRT,Flushing,40 St-Lowery St,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.924016 40.743781),FALSE,1343348.975,1379186.048,611543.4884,602243.1386
F20,236,236,IND,6th Av - Culver,Bergen St,Bk,FALSE,F G,Subway,Northbound,Southbound,0,0,0,NA,POINT (-73.990862 40.686145),FALSE,1614788.4034,1588965.3142,695278.4332,698125.092
A48,181,181,IND,8th Av - Fulton St,Utica Av,Bk,FALSE,A C,Subway,Manhattan,Outbound,1,1,1,NA,POINT (-73.930729 40.679364),FALSE,1972710.2164,1898057.216,945393.8194,870069.3294
Q03,477,477,IND,Second Av,72 St,M,FALSE,Q,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.958424 40.768799),FALSE,4461170.3424,4428899.4928,2460114.0884000002,2278914.9044
231,334,334,IRT,Clark St,Clark St,Bk,FALSE,2 3,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.993086 40.697466),FALSE,934378.73,954170.348,513957.2924,546794.1394
A22,160,160,IND,8th Av - Fulton St,72 St,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.97641 40.775594),FALSE,1515360.2692,1548235.052,902836.9818,909952.0666
A54,187,187,IND,8th Av - Fulton St,Shepherd Av,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.88075 40.67413),FALSE,253138.0134,248371.2802,93732.5358,87508.865
R41,35,35,BMT,4th Av,59 St,Bk,FALSE,N R,Subway,Manhattan,Southbound,1,1,1,NA,POINT (-74.017881 40.641362),FALSE,1821280.8732,1751088.3016,600432.0828,551655.1212
602,361,361,IRT,Pelham,Buhre Av,Bx,FALSE,6,Elevated,Pelham Bay,Manhattan,0,0,0,NA,POINT (-73.832569 40.84681),FALSE,410328.0874,401187.04,180598.5272,165383.0164
627,398,398,IRT,Lexington Av,77 St,M,FALSE,6,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.959874 40.77362),FALSE,3812213.1706000003,3859909.128,1878888.7694,1837481.1844
D32,48,48,BMT,Broadway - Brighton,Avenue H,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,1,1,1,NA,POINT (-73.961639 40.62927),FALSE,363845.2688,364426.362,130245.7478,122898.4258
139,329,329,IRT,Broadway - 7Av,Rector St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.013783 40.707513),TRUE,1028057.8538,987554.48,825650.0316,731113.5348
R08,6,6,BMT,Astoria,39 Av-Dutch Kills,Q,FALSE,N W,Elevated,Astoria,Manhattan,0,0,0,NA,POINT (-73.932755 40.752882),FALSE,468419.5952,472382.1846,267354.3264,265392.024
S20,512,512,SIR,Staten Island,Bay Terrace,SI,FALSE,SIR,Embankment,Ferry,South Shore,0,0,0,NA,POINT (-74.136907 40.5564),FALSE,0,0,0,0
J12,80,80,BMT,Jamaica,121 St,Q,FALSE,J Z,Elevated,Jamaica,Manhattan,0,0,0,NA,POINT (-73.828294 40.700492),FALSE,238551.8758,236754.4734,50880.4848,48047.7472
